id,shout_date,shout_entry,shout_ip,shout_lat,shout_long
433,6/9/2019,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,250.153.133.203,-7.4703872,110.9387418
434,6/9/2019,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,31.239.99.38,9.7421342,99.9788481
435,6/9/2019,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,86.6.57.244,48.7663087,2.4119232
436,6/9/2019,pretium nisl ut volutpat sapien arcu sed augue aliquam erat,72.203.141.146,-6.3385652,106.9447146
437,6/9/2019,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,139.62.77.33,48.9059421,17.4598869
438,6/9/2019,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,108.119.16.107,45.2379183,38.9712949
439,6/9/2019,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,25.100.55.253,36.933812,116.638327
440,6/9/2019,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,85.251.147.86,-20.6984299,-44.8256777
441,6/9/2019,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,123.239.172.187,58.0618351,7.584995
442,6/9/2019,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,13.60.193.152,34.34013,63.75288
443,6/9/2019,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,232.119.124.142,50.78342,-112.46854
444,6/9/2019,ante vestibulum ante ipsum primis in faucibus orci luctus et,165.33.253.186,44.1509604,15.5846313
445,6/9/2019,phasellus sit amet erat nulla tempus vivamus in felis eu sapien,24.150.52.181,36.8456427,54.4393363
446,6/9/2019,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,140.132.209.45,30.643939,104.045346
447,6/9/2019,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,11.137.70.11,65.821212,21.7053767
448,6/9/2019,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,46.215.105.169,31.415251,121.346638
449,6/9/2019,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,232.249.49.9,-17.0918434,-71.7711448
450,6/9/2019,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,3.213.238.167,34.5732516,126.5989274
451,6/9/2019,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,179.147.66.10,26.641315,100.222545
452,6/9/2019,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,209.187.52.246,44.000497,89.180437
453,6/9/2019,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,192.175.2.124,27.868393,113.433712
454,6/9/2019,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,159.185.131.127,-6.1604549,106.9054618
455,6/9/2019,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,94.80.189.158,39.2494876,-9.1668376
456,6/9/2019,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,136.165.84.176,10.148976,-73.960233
457,6/9/2019,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,220.188.32.89,48.1734633,23.2972476
458,6/9/2019,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,188.82.198.5,59.05729,16.5763043
459,6/9/2019,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,81.105.228.232,18.6500708,-74.3066879
460,6/9/2019,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,101.136.102.71,38.1861536,140.6675584
461,6/9/2019,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,101.22.224.149,34.050751,-118.3841777
462,6/9/2019,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,123.61.170.180,30.124428,116.694183
463,6/9/2019,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,7.50.107.45,31.9500532,130.2373477
464,6/9/2019,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,148.36.123.39,25.9369686,-81.5596427
465,6/9/2019,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,211.194.89.131,57.0473862,65.7110972
466,6/9/2019,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,219.202.38.29,-20.5898891,-47.8586651
467,6/9/2019,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,78.173.156.49,25.8007724,-100.4277766
468,6/9/2019,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,38.219.0.105,6.7826022,124.4758849
469,6/9/2019,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,203.35.217.166,59.3138173,14.4937714
470,6/9/2019,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,180.108.113.115,3.5931213,97.2221421
471,6/9/2019,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,91.239.153.101,3.8366437,-75.2245693
472,6/9/2019,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,53.83.96.64,31.463475,120.649341
473,6/9/2019,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,236.54.177.65,45.4514411,18.6589341
474,6/9/2019,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,22.206.213.83,50.4501,30.5234
475,6/9/2019,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,175.173.135.83,13.4623836,144.7546333
476,6/9/2019,sed vestibulum sit amet cursus id turpis integer aliquet massa,232.88.177.151,-9.6447416,124.779603
477,6/9/2019,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,22.100.122.162,6.6450416,125.3013286
478,6/9/2019,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,182.172.47.231,48.7997482,2.4699259
479,6/9/2019,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,231.113.16.251,57.779388,158.5752259
480,6/9/2019,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,7.247.138.210,34.010666,104.395657
481,6/9/2019,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,64.183.213.17,35.709077,107.643631
482,6/9/2019,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,211.209.122.176,40.3356039,-7.883045
483,6/9/2019,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,153.36.31.48,23.184013,115.314535
484,6/9/2019,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,129.130.101.181,23.0872891,113.295336
485,6/9/2019,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,131.53.104.25,61.8319048,34.3054029
486,6/9/2019,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,240.49.26.215,36.0978298,-80.2438321
487,6/9/2019,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,204.155.192.100,2.7239834,101.9476452
488,6/9/2019,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,252.237.237.9,42.8718884,73.1963111
489,6/9/2019,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,118.123.219.54,40.4604941,-8.2950775
490,6/9/2019,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,129.159.132.245,60.1996809,24.8958285
491,6/9/2019,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,191.142.152.221,28.018107,111.945153
492,6/9/2019,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,19.59.40.172,54.1649073,37.5852425
493,6/9/2019,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,59.149.22.177,47.4997688,19.0731949
494,6/9/2019,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,167.51.254.249,43.525311,125.664662
495,6/9/2019,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,127.155.0.27,45.4726625,4.3812793
496,6/9/2019,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,117.58.106.33,59.3635749,17.9932873
497,6/9/2019,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,86.72.51.23,34.395562,113.740529
498,6/9/2019,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,25.171.122.185,-12.8272291,-38.4003431
499,6/9/2019,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,246.169.181.239,59.4411274,30.1610699
500,6/9/2019,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,197.66.19.204,-3.6499007,-69.097023
501,6/9/2019,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,39.202.122.139,-3.7099248,138.8095665
502,6/9/2019,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,79.137.150.140,42.073507,-8.3872537
503,6/9/2019,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,174.62.236.79,14.72328,102.1609718
504,6/9/2019,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,213.1.62.169,23.961903,106.762807
505,6/9/2019,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,200.96.58.46,-5.5850343,-39.3708321
506,6/9/2019,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,103.71.77.106,-7.6155876,110.7167165
507,6/9/2019,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,189.100.125.98,43.6347968,23.3663219
508,6/9/2019,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,60.72.99.37,7.5617699,125.6532848
509,6/9/2019,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,136.186.184.81,40.6692391,43.8709284
510,6/9/2019,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,141.211.190.36,37.2425649,111.8568586
511,6/9/2019,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,88.12.241.33,36.795091,10.184999
512,6/9/2019,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,241.113.93.128,41.3088566,-8.6765618
513,6/9/2019,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,77.215.148.72,-8.736,115.4945
514,6/9/2019,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,150.71.138.219,14.5697429,121.0190818
515,6/9/2019,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,104.23.56.176,14.3758164,121.0390378
516,6/9/2019,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,182.76.78.251,39.289991,112.340495
517,6/9/2019,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,138.181.39.4,22.5738562,113.89831
518,6/9/2019,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,121.88.149.208,33.12688,106.558023
519,6/9/2019,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,117.56.156.39,5.8192832,7.3408535
520,6/9/2019,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,15.92.3.5,47.5015067,34.6341859
521,6/9/2019,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,213.239.100.163,-7.5231833,-77.9710098
522,6/9/2019,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,242.197.98.42,30.190334,122.689752
523,6/9/2019,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,254.220.76.253,41.594744,121.798685
524,6/9/2019,velit id pretium iaculis diam erat fermentum justo nec condimentum neque,73.183.26.152,23.156045,112.896606
525,6/9/2019,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,84.14.175.200,50.2837307,2.7425682
526,6/9/2019,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,11.95.23.202,24.546876,107.04219
527,6/9/2019,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,230.164.220.163,-16.20274,-68.693687
528,6/9/2019,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,143.144.170.145,59.341383,18.0585213
529,6/9/2019,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,52.171.245.199,-7.0715432,111.9758606
530,6/9/2019,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,173.114.112.27,-7.1066698,110.0196561
531,6/9/2019,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,30.186.130.180,52.8186154,20.3301247
532,6/9/2019,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,199.182.118.11,4.3578737,-75.5043761
533,6/9/2019,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,79.145.27.18,15.3833332,120.8000031
534,6/9/2019,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,191.220.171.97,-8.178717,112.2264794
535,6/9/2019,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,238.127.165.214,9.2422286,125.5562747
536,6/9/2019,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,188.60.3.188,26.006775,104.512603
537,6/9/2019,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,13.219.110.187,13.1225519,5.5053129
538,6/9/2019,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,186.101.78.77,48.8708001,2.166848
539,6/9/2019,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,216.254.123.2,41.3893716,19.8268842
540,6/9/2019,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,135.254.185.17,43.1520105,126.4371385
541,6/9/2019,ligula vehicula consequat morbi a ipsum integer a nibh in quis,34.59.161.23,16.9075213,96.5623251
542,6/9/2019,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,54.17.93.51,9.8245916,122.9082413
543,6/9/2019,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,173.95.121.19,18.1817674,-74.0028364
544,6/9/2019,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,126.142.47.194,25.431829,119.015255
545,6/9/2019,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,35.21.191.158,44.8594566,18.4874433
546,6/9/2019,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,146.186.222.234,7.7321516,8.539144
547,6/9/2019,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,177.19.252.222,37.9750066,140.2463811
548,6/9/2019,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,150.151.190.141,52.6472404,5.0570439
549,6/9/2019,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,243.7.115.36,10.9819737,-74.9438915
550,6/9/2019,porttitor pede justo eu massa donec dapibus duis at velit,5.57.212.16,40.7182748,-7.9809124
551,6/9/2019,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,8.1.211.70,49.1744199,16.6394119
552,6/9/2019,nunc rhoncus dui vel sem sed sagittis nam congue risus semper,179.88.37.195,26.4745056,31.8002447
553,6/9/2019,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,54.71.51.26,43.1557012,22.5856811
554,6/9/2019,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,93.123.42.208,36.4072574,10.6224706
555,6/9/2019,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,219.140.144.74,42.41231,47.1792159
556,6/9/2019,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,127.100.214.137,51.8862378,-8.4824714
557,6/9/2019,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,84.94.48.117,49.8053451,6.4041782
558,6/9/2019,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,161.234.217.89,27.0522919,89.5756987
559,6/9/2019,id consequat in consequat ut nulla sed accumsan felis ut at,145.191.89.220,45.106849,-0.6297654
560,6/9/2019,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,64.5.177.43,-7.740099,-40.2884386
561,6/9/2019,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,73.48.50.188,40.6238989,122.5200228
562,6/9/2019,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,5.180.160.104,16.9270749,97.3678624
563,6/9/2019,magna ac consequat metus sapien ut nunc vestibulum ante ipsum,14.21.229.10,36.9014978,66.1831701
564,6/9/2019,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,106.152.149.192,55.658365,37.615691
565,6/9/2019,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,47.55.216.179,48.7717343,2.5030826
566,6/9/2019,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,125.47.58.46,55.6761482,37.6032435
567,6/9/2019,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,194.228.156.149,-1.3664276,-79.8996789
568,6/9/2019,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,60.198.22.240,54.5228434,26.1917421
569,6/9/2019,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,54.237.91.9,45.8940717,-74.157934
570,6/9/2019,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,183.24.87.246,48.4373686,-123.4112839
571,6/9/2019,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,190.48.191.123,-7.618249,110.6630784
572,6/9/2019,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,115.219.46.131,45.26678,-73.61588
573,6/9/2019,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,56.113.57.67,3.8458333,154.9416667
574,6/9/2019,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,219.3.80.41,13.8198099,100.5633655
575,6/9/2019,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,60.202.145.150,39.2256483,-9.0073673
576,6/9/2019,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,45.191.80.241,37.0038961,21.9202642
577,6/9/2019,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,169.145.86.46,38.6841753,-8.9548647
578,6/9/2019,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,190.241.69.24,33.5610062,130.5635665
579,6/9/2019,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,90.19.104.137,8.3520574,124.6503061
580,6/9/2019,sed augue aliquam erat volutpat in congue etiam justo etiam pretium,239.99.132.60,49.44998,-112.65185
581,6/9/2019,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,47.217.43.177,-7.2299572,-39.4122984
582,6/9/2019,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,213.105.170.27,33.1401715,119.7889248
583,6/9/2019,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,139.14.54.132,0.3301924,6.733343
584,6/9/2019,cras pellentesque volutpat dui maecenas tristique est et tempus semper est,227.154.30.138,38.97513,26.3684411
585,6/9/2019,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,165.165.238.86,29.499831,120.903866
586,6/9/2019,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,188.57.175.45,16.503112,107.3375791
587,6/9/2019,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,95.18.212.31,40.44,-79.9599999
588,6/9/2019,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,109.147.66.173,36.4474231,136.6332141
589,6/9/2019,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,230.46.99.229,-8.3026125,35.2917432
590,6/9/2019,ac consequat metus sapien ut nunc vestibulum ante ipsum primis,157.144.52.92,-7.025171,107.5168417
591,6/9/2019,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,6.196.194.18,61.3660499,22.0084795
592,6/9/2019,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,250.255.210.123,29.915414,107.347009
593,6/9/2019,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,94.97.156.2,15.9082382,120.4291289
594,6/9/2019,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,97.94.222.0,56.1966377,86.6235938
595,6/9/2019,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,122.4.219.72,57.6491924,11.8884682
